TEAM,OPP_G,OPP_MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS
ALT,50,12075,1598,3873,0.41,190,634,0.3,1408,3239,0.44,784,1076,0.73,581,1369,1950,895,379,243,675,1202,4170
MIA,50,12025,1565,3805,0.41,211,606,0.35,1354,3199,0.42,860,1167,0.74,619,1342,1961,853,387,188,677,1102,4201
SAS,50,12075,1631,4061,0.4,170,559,0.3,1461,3502,0.42,805,1148,0.7,696,1407,2103,941,437,243,730,1148,4237
NYK,50,12100,1528,3790,0.4,234,662,0.35,1294,3128,0.41,979,1335,0.73,616,1426,2042,923,425,215,766,1035,4269
UTA,50,12175,1595,3863,0.41,214,666,0.32,1381,3197,0.43,936,1299,0.72,635,1294,1929,904,431,264,744,1309,4340
ORL,50,12050,1708,3856,0.44,230,667,0.34,1478,3189,0.46,697,986,0.71,595,1424,2019,1039,468,239,863,1111,4343
DET,50,12050,1585,3639,0.44,236,682,0.35,1349,2957,0.46,941,1317,0.72,548,1377,1925,1043,424,225,770,1113,4347
PHI,50,12150,1599,3784,0.42,241,716,0.34,1358,3068,0.44,941,1288,0.73,619,1402,2021,999,435,263,896,1185,4380
CLE,50,12050,1597,3664,0.44,236,675,0.35,1361,2989,0.46,978,1316,0.74,591,1405,1996,1056,392,282,821,1198,4408
POR,50,12175,1644,3939,0.42,220,691,0.32,1424,3248,0.44,916,1263,0.72,616,1388,2004,962,411,244,785,1142,4424
MIL,50,12050,1600,3746,0.43,272,814,0.33,1328,2932,0.45,1029,1369,0.75,657,1398,2055,1018,399,194,830,1020,4501
GSW,50,12125,1617,3848,0.42,193,575,0.34,1424,3273,0.44,1114,1531,0.73,656,1503,2159,1023,400,304,735,1027,4541
IND,50,12100,1706,3935,0.43,206,634,0.32,1500,3301,0.45,928,1227,0.76,626,1426,2052,955,357,238,652,1127,4546
CHI,50,12075,1723,3786,0.46,208,612,0.34,1515,3174,0.48,914,1247,0.73,551,1568,2119,1099,444,285,782,1074,4568
HOU,50,12075,1793,4136,0.43,230,645,0.36,1563,3491,0.45,779,1062,0.73,664,1391,2055,1034,441,245,653,1030,4595
MIN,50,12025,1680,3823,0.44,213,654,0.33,1467,3169,0.46,1055,1470,0.72,591,1563,2154,1114,363,262,836,1017,4628
TOR,50,12075,1694,3855,0.44,255,686,0.37,1439,3169,0.45,996,1368,0.73,614,1393,2007,1095,446,258,773,1088,4639
CHO,50,12150,1739,4003,0.43,212,637,0.33,1527,3366,0.45,959,1306,0.73,655,1491,2146,1092,443,232,762,1151,4649
PHO,50,12050,1772,3936,0.45,272,755,0.36,1500,3181,0.47,850,1224,0.69,614,1506,2120,1064,410,205,812,1065,4666
WAS,50,12050,1705,3826,0.45,218,619,0.35,1487,3207,0.46,1044,1418,0.74,617,1517,2134,1079,402,212,792,1087,4672
DAL,50,12075,1815,4037,0.45,216,686,0.32,1599,3351,0.48,855,1193,0.72,660,1519,2179,1073,361,244,699,1042,4701
BOS,50,12150,1725,3896,0.44,175,561,0.31,1550,3335,0.46,1118,1506,0.74,642,1544,2186,1018,461,253,841,1001,4743
NJN,50,12050,1796,3968,0.45,223,654,0.34,1573,3314,0.48,943,1298,0.73,624,1581,2205,968,395,326,813,1084,4758
SEA,50,12100,1838,4026,0.46,264,765,0.34,1574,3261,0.48,857,1187,0.72,652,1446,2098,1111,399,224,746,1165,4797
LAL,50,12050,1759,3992,0.44,217,653,0.33,1542,3339,0.46,1064,1501,0.71,628,1403,2031,1062,408,196,716,1271,4799
VAN,50,12175,1813,3917,0.46,229,653,0.35,1584,3264,0.48,1021,1400,0.73,673,1456,2129,1189,490,328,779,1165,4876
LAC,50,12125,1830,3858,0.47,222,627,0.35,1608,3231,0.5,1078,1445,0.75,640,1506,2146,1101,419,289,782,1042,4960
DEN,50,12025,1885,4017,0.47,237,640,0.37,1648,3377,0.49,997,1339,0.74,620,1502,2122,1175,396,274,701,1103,5004
SAC,50,12200,2009,4500,0.45,219,652,0.34,1790,3848,0.46,793,1113,0.71,750,1598,2348,1165,490,221,790,1102,5030
