SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2006,12,IND,Stephen Jackson,27,81,81,2910,5.8,14.2,0.41,1.4,4.2,0.34,4.4,10.0,0.44,3.3,4.2,0.79,0.6,3.3,3.9,2.8,1.3,0.5,2.5,2.4,16.4
2006,12,IND,Anthony Johnson,31,75,53,1981,4.9,11.0,0.44,0.9,2.8,0.33,3.9,8.1,0.48,1.9,2.6,0.75,0.6,2.5,3.1,5.9,1.1,0.4,2.1,2.4,12.6
2006,12,IND,Fred Jones,26,68,2,1837,4.6,11.0,0.42,1.2,3.7,0.34,3.3,7.3,0.46,2.4,3.1,0.76,0.4,3.0,3.3,3.0,1.1,0.4,2.1,2.8,12.8
2006,12,IND,Jermaine O'Neal,27,51,47,1802,7.6,16.1,0.47,0.1,0.2,0.3,7.5,15.9,0.47,5.2,7.4,0.71,2.0,7.5,9.5,2.7,0.5,2.3,3.0,3.5,20.5
2006,12,IND,Danny Granger,22,78,17,1765,4.5,9.7,0.46,0.6,1.9,0.32,3.9,7.9,0.5,2.3,3.0,0.78,2.7,5.2,7.8,1.8,1.2,1.3,1.6,4.3,12.0
2006,12,IND,Jeff Foster,29,63,37,1581,3.1,5.7,0.55,0.0,0.1,0.0,3.1,5.6,0.56,2.2,3.6,0.6,5.1,8.0,13.1,1.1,0.9,0.6,1.5,4.3,8.5
2006,12,IND,Sarunas Jasikevicius,29,75,15,1557,3.9,9.9,0.4,2.0,5.5,0.36,1.9,4.5,0.44,2.8,3.1,0.91,0.4,3.1,3.5,5.2,0.9,0.1,2.7,2.5,12.6
2006,12,IND,Peja Stojakovic,28,40,40,1454,6.8,14.7,0.46,2.3,5.6,0.4,4.5,9.1,0.5,3.5,3.8,0.9,1.1,5.1,6.2,1.7,0.6,0.2,1.3,2.2,19.3
2006,12,IND,Austin Croshere,30,50,26,1148,4.1,8.9,0.46,1.7,4.4,0.39,2.4,4.5,0.54,2.8,3.2,0.88,1.9,6.4,8.3,1.9,0.7,0.2,1.5,3.3,12.8
2006,12,IND,Jamaal Tinsley,27,42,27,1122,5.1,12.4,0.41,0.5,2.2,0.23,4.6,10.1,0.45,1.9,2.9,0.64,1.1,3.1,4.3,6.8,1.6,0.2,3.5,3.1,12.5
2006,12,IND,David Harrison,23,67,17,1034,5.2,10.2,0.5,0.0,0.0,,5.2,10.2,0.5,3.1,6.1,0.51,2.9,5.9,8.8,0.5,0.8,2.1,2.8,6.7,13.4
2006,12,IND,Scot Pollard,30,45,32,771,3.3,7.2,0.46,0.0,0.0,,3.3,7.2,0.46,1.4,1.8,0.76,3.4,6.8,10.2,1.1,1.7,0.9,1.2,5.4,7.9
2006,12,IND,Metta World Peace,26,16,16,603,6.5,14.1,0.46,1.1,3.2,0.33,5.4,10.9,0.5,4.4,7.2,0.61,1.6,3.1,4.7,2.1,2.5,0.7,2.6,2.7,18.5
2006,12,IND,Eddie Gill,27,41,0,122,3.0,13.3,0.22,2.1,6.8,0.3,0.9,6.5,0.14,5.3,6.8,0.78,0.0,4.4,4.4,3.5,3.2,0.3,2.7,3.8,13.3
2006,12,IND,Samaki Walker,29,7,0,22,0.0,3.3,0.0,0.0,0.0,,0.0,3.3,0.0,3.3,3.3,1.0,0.0,4.9,4.9,0.0,0.0,1.6,3.3,11.5,3.3
2006,12,IND,Jonathan Bender,25,2,0,21,6.9,8.6,0.8,0.0,0.0,,6.9,8.6,0.8,3.4,3.4,1.0,0.0,6.9,6.9,3.4,0.0,1.7,0.0,3.4,17.1
